"","identifier","text","annus_accipere_ire_amicus_tenere_currere_regere","stare_pes_eumolpus_iterum_ingens_extra_metiri","hodie_nemo_fortunare_maga_amare_dominus_caelus","sanguis_an_adhuc_quidam_cenare_amicus_temptare","deinde_numquid_lacrima_mors_ab_timere_peccare","vinum_supra_metiri_perfundere_aqua_potio_medius","movere_giton_vultus_causa_relinquere_ars_parere","nasci_alter_aureus_afferre_duo_notare_ovare","planus_dormire_pater_occidere_pro_aurum_relinquere","nox_frater_intellegere_ascyltos_pati_vir_descendere","vultus_postquam_pectus_gaudium_mens_gladium_nunc","ante_mulier_diligens_iacere_ascyltos_uter_longus","locus_tantus_fugere_frater_loqui_amare_secretus","pro_causa_legere_ducere_fides_poena_vulnus","eumolpus_navis_iuvenis_navigium_damnare_littera_placere","pes_afferre_implere_gratia_fortunare_post_cervix","extra_turbare_imponere_vocare_gitona_frons_carmen","vocare_noster_ancilla_hinc_puella_quia_vox","perire_mare_fluctus_vincere_vovere_litus_terra","terra_arma_tellus_petere_orbis_bellus_caelus"
"18","urn:cts:latinLit:phi0972.phi001:4.2","prae enim sic ut omnis spes quis suus ambitio donare deinde cum ad vovere properare crudus adhuc studium in foris pellere et eloquentia quis nihil esse magnus confiteri puer induere adhuc nasci","0.00138888888888889","0.00138888888888889","0.00138888888888889","0.4875","0.00138888888888889","0.00138888888888889","0.00138888888888889","0.00138888888888889","0.140277777777778","0.00138888888888889","0.00138888888888889","0.00138888888888889","0.00138888888888889","0.00138888888888889","0.00138888888888889","0.00138888888888889","0.00138888888888889","0.00138888888888889","0.348611111111111","0.00138888888888889"
"19","urn:cts:latinLit:phi0972.phi001:4.3","quis sium pati labor gradus fieri ut studiosus iuvenis lectio severus irrigare ut sapientia praecipere animus componere ut verbum atrox stilare effodere ut quis velle imitari diu audire ut persuadere se nihil esse magnificus quis puer placere iam ille grandis oratio habere maiestas suus pondus","0.00103092783505155","0.00103092783505155","0.0525773195876289","0.00103092783505155","0.00103092783505155","0.00103092783505155","0.310309278350515","0.00103092783505155","0.00103092783505155","0.00103092783505155","0.00103092783505155","0.00103092783505155","0.00103092783505155","0.00103092783505155","0.619587628865979","0.00103092783505155","0.00103092783505155","0.00103092783505155","0.00103092783505155","0.00103092783505155"
"20","urn:cts:latinLit:phi0972.phi001:4.4","nunc puer in schola ludere iuvenis ridere in forare et quis uter turpis esse quis quis perperam discere in senectus confiteri non velle","0.00192307692307692","0.00192307692307692","0.290384615384615","0.0980769230769231","0.00192307692307692","0.00192307692307692","0.00192307692307692","0.00192307692307692","0.386538461538461","0.00192307692307692","0.00192307692307692","0.194230769230769","0.00192307692307692","0.00192307692307692","0.00192307692307692","0.00192307692307692","0.00192307692307692","0.00192307692307692","0.00192307692307692","0.00192307692307692"
"21","urn:cts:latinLit:phi0972.phi001:4.5","sed nere ego putare improbare schedius lucilianae humilitas quis sentire et ipse carmen effingere","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.841666666666667","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333"
"22","urn:cts:latinLit:phi0972.phi001:5.1.1","ars severus sium quis ambire efficere","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.231818181818182","0.00454545454545455","0.00454545454545455","0.459090909090909","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.231818181818182","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455"
"23","urn:cts:latinLit:phi0972.phi001:5.1.2","mens magnus applicare prae morare","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.888235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647"
"24","urn:cts:latinLit:phi0972.phi001:5.1.3","frugalitas legere polire exigere","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.3","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.594117647058824","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647"
"25","urn:cts:latinLit:phi0972.phi001:5.1.4","nec curare altus regius trux vultus","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.559259259259259","0.188888888888889","0.0037037037037037","0.188888888888889"
"26","urn:cts:latinLit:phi0972.phi001:5.1.5","cliens cenare impotens captare","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.888235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647"
"27","urn:cts:latinLit:phi0972.phi001:5.1.6","nec perdere addicere obruere vinum","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.913636363636364","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455"
"28","urn:cts:latinLit:phi0972.phi001:5.1.7","mens calor nere plausor in scaena","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.841666666666667","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333"
"29","urn:cts:latinLit:phi0972.phi001:5.1.8","sedere redimere histrio ad rictus","0.3","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.3","0.3","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647"
"30","urn:cts:latinLit:phi0972.phi001:5.1.9","sed sive armigera ridere tritonidis arcere","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.425","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.425","0.00833333333333333","0.00833333333333333","0.00833333333333333"
"31","urn:cts:latinLit:phi0972.phi001:5.1.10","seu lacedaemonio tellus habitare colonus","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.425","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.425"
"32","urn:cts:latinLit:phi0972.phi001:5.1.11","sirenes domus dare prae versus annus","0.00588235294117647","0.3","0.3","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.3","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647"
"33","urn:cts:latinLit:phi0972.phi001:5.1.12","maeoniumque bibere felix pectus fons","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.459090909090909","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.231818181818182","0.00454545454545455","0.231818181818182","0.00454545454545455","0.00454545454545455"
"34","urn:cts:latinLit:phi0972.phi001:5.1.13","mox et socratico plenus grex mittere habena","0.00454545454545455","0.913636363636364","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455"
"35","urn:cts:latinLit:phi0972.phi001:5.1.14","liber et ingens quatere demosthenis arma","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.913636363636364"
"36","urn:cts:latinLit:phi0972.phi001:5.1.15","hinc romana manus circumfluere et modus graio","0.0142857142857143","0.0142857142857143","0.0142857142857143","0.0142857142857143","0.0142857142857143","0.0142857142857143","0.0142857142857143","0.0142857142857143","0.0142857142857143","0.0142857142857143","0.0142857142857143","0.0142857142857143","0.0142857142857143","0.0142857142857143","0.0142857142857143","0.0142857142857143","0.0142857142857143","0.728571428571429","0.0142857142857143","0.0142857142857143"
"37","urn:cts:latinLit:phi0972.phi001:5.1.16","exonerare sonare mutare suffundere sapor","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.913636363636364","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455"
"38","urn:cts:latinLit:phi0972.phi001:5.1.17","interdum subducere forare dare paginare currere","0.00454545454545455","0.459090909090909","0.459090909090909","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455"
"39","urn:cts:latinLit:phi0972.phi001:5.1.18","et furtivus sonare celer distinguere meare","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.594117647058824","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.3","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647"
"40","urn:cts:latinLit:phi0972.phi001:5.1.19","dein epulare et bellus trux memorare canorus","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.3","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.594117647058824","0.00588235294117647","0.00588235294117647","0.00588235294117647"
"41","urn:cts:latinLit:phi0972.phi001:5.1.20","grandis indomitus ciceronis verbum minare","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.888235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647"
"42","urn:cts:latinLit:phi0972.phi001:5.1.21","hic animus succingere bonus sic flumen largus","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.913636363636364","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455"
"43","urn:cts:latinLit:phi0972.phi001:5.1.22","plenus pierio defundere pectus verbum","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.3","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.594117647058824","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647"
"44","urn:cts:latinLit:phi0972.phi001:6.1","dum hic diligens audire non notare ego ascylti fuga et dum in hic dicere aestus in hortus incedere ingens scholasticus turbare in porticus venire ut apparere ab extemporalis declamatio nescire quis quis agamemnonis suasorius excipere","0.00114942528735632","0.00114942528735632","0.00114942528735632","0.00114942528735632","0.231034482758621","0.0586206896551724","0.00114942528735632","0.00114942528735632","0.00114942528735632","0.231034482758621","0.00114942528735632","0.116091954022989","0.00114942528735632","0.00114942528735632","0.116091954022989","0.00114942528735632","0.00114942528735632","0.00114942528735632","0.00114942528735632","0.231034482758621"
"45","urn:cts:latinLit:phi0972.phi001:6.2","dum ergo iuvenis sententia ridere ordinare totus dictio infamare opportunus subducere ego et cursim ascylton persequi coepere","0.0027027027027027","0.0027027027027027","0.0027027027027027","0.0027027027027027","0.272972972972973","0.0027027027027027","0.0027027027027027","0.0027027027027027","0.0027027027027027","0.272972972972973","0.0027027027027027","0.0027027027027027","0.0027027027027027","0.0027027027027027","0.408108108108108","0.0027027027027027","0.0027027027027027","0.0027027027027027","0.0027027027027027","0.0027027027027027"
"46","urn:cts:latinLit:phi0972.phi001:6.3","sed nec via diligens tenere quia nec quis stabulum esse scire","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.92962962962963","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037"
"47","urn:cts:latinLit:phi0972.phi001:6.4","itare quocunque ire idem revertere dare et currere fatigare et sudor iam madere accedere anicula quidam quis agrestis holus vendere","0.482692307692308","0.00192307692307692","0.00192307692307692","0.00192307692307692","0.00192307692307692","0.00192307692307692","0.00192307692307692","0.00192307692307692","0.00192307692307692","0.00192307692307692","0.00192307692307692","0.482692307692308","0.00192307692307692","0.00192307692307692","0.00192307692307692","0.00192307692307692","0.00192307692307692","0.00192307692307692","0.00192307692307692","0.00192307692307692"
"48","urn:cts:latinLit:phi0972.phi001:7.1","et rogare inquit mater numquid scire ubi ego habitare delectare esse ille urbanitas tam stultus et quidni scire inquit consurgere et coepere ego praecedere","0.137837837837838","0.0027027027027027","0.0027027027027027","0.137837837837838","0.0027027027027027","0.0027027027027027","0.0027027027027027","0.0027027027027027","0.0027027027027027","0.543243243243243","0.0027027027027027","0.0027027027027027","0.137837837837838","0.0027027027027027","0.0027027027027027","0.0027027027027027","0.0027027027027027","0.0027027027027027","0.0027027027027027","0.0027027027027027"
"49","urn:cts:latinLit:phi0972.phi001:7.2","divinus ego putare et subindere ut in locus secretus venire cento anus urbanus reicere et hic inquit debere habitare","0.00192307692307692","0.0980769230769231","0.00192307692307692","0.00192307692307692","0.00192307692307692","0.00192307692307692","0.00192307692307692","0.00192307692307692","0.00192307692307692","0.00192307692307692","0.00192307692307692","0.00192307692307692","0.675","0.00192307692307692","0.00192307692307692","0.194230769230769","0.00192307692307692","0.00192307692307692","0.00192307692307692","0.00192307692307692"
"50","urn:cts:latinLit:phi0972.phi001:7.3","cum ego negare ego agnoscere domus videre quidam inter titulus nudus meretrix furtim spatiari","0.35952380952381","0.00238095238095238","0.00238095238095238","0.24047619047619","0.00238095238095238","0.00238095238095238","0.00238095238095238","0.00238095238095238","0.00238095238095238","0.00238095238095238","0.00238095238095238","0.00238095238095238","0.00238095238095238","0.00238095238095238","0.00238095238095238","0.35952380952381","0.00238095238095238","0.00238095238095238","0.00238095238095238","0.00238095238095238"
"51","urn:cts:latinLit:phi0972.phi001:7.4","tardus immo iam serere intellegere ego in fornicare esse deducere execratus itare anicula insidire operire caput et per medius lupanar fugere coepere in alter pars cum ecce in ipse adire occurrere ego aere lassus ac mori ascyltos putare ab idem anicula esse deducere","0.000980392156862745","0.000980392156862745","0.000980392156862745","0.000980392156862745","0.0990196078431373","0.000980392156862745","0.000980392156862745","0.000980392156862745","0.000980392156862745","0.295098039215686","0.000980392156862745","0.197058823529412","0.393137254901961","0.000980392156862745","0.000980392156862745","0.000980392156862745","0.000980392156862745","0.000980392156862745","0.000980392156862745","0.000980392156862745"
"52","urn:cts:latinLit:phi0972.phi001:7.5","itare ut ridere is consalutare quis in locus tam deformis facere quaerere","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.888235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647"
